,batsman,opponent_team,venue,50+ on ground,100+ on ground,avg_runs_ground,avg_runs_to_opponent,50+_runs_against_opponent,100+_runs_against_opponent,player_strength
674,JP Duminy,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,11.5,24.0,0,0,17.4
675,KK Nair,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,24.5,36.5,0,0,32.13488372093023
676,NM Coulter-Nile,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,2.0,2.0,0,0,7.766666666666666
677,Q de Kock,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,21.0,2.0,0,0,4.1
678,RR Pant,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,28.5,3.0,0,0,7.044444444444444
679,SS Iyer,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,9.666666666666666,8.0,0,0,12.5
680,SV Samson,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,8.0,15.0,0,0,13.192307692307693
681,UT Khawaja,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,20.0,24.5,0,0,22.275
682,AB de Villiers,Kings XI Punjab,M Chinnaswamy Stadium,4,1,32.285714285714285,43.44444444444444,5,0,11.133333333333335
683,AR Patel,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,25.5,13.0,0,0,28.31666666666667
684,CH Gayle,Kings XI Punjab,M Chinnaswamy Stadium,2,0,17.25,36.5,1,0,29.528571428571432
685,DA Miller,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,3.0,15.142857142857142,0,0,5.75
686,F Behardien,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,0.0,4.5,0,0,0.1
687,Gurkeerat Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,18.0,18.0,0,0,19.6
688,HM Amla,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,5.0,22.25,1,0,11.866666666666667
689,KC Cariappa,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,12.0,12.0,0,0,21.1
690,KJ Abbott,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,0.0,0.0,0,0,0.1
691,KL Rahul,Kings XI Punjab,M Chinnaswamy Stadium,2,0,30.833333333333332,29.0,0,0,30.957142857142856
692,M Vijay,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,16.0,52.5,1,0,28.3
693,MM Sharma,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,10.0,6.0,0,0,18.583333333333336
694,SR Watson,Kings XI Punjab,M Chinnaswamy Stadium,0,0,15.181818181818182,16.625,1,0,6.199999999999999
695,Sandeep Sharma,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,5.0,3.5,0,0,12.5
696,V Kohli,Kings XI Punjab,M Chinnaswamy Stadium,8,3,50.57142857142857,37.44444444444444,2,1,46.92843137254903
697,WP Saha,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,22.5,19.181818181818183,0,0,27.950000000000003
698,AJ Finch,Kolkata Knight Riders,Green Park,1,0,24.25,28.285714285714285,0,0,24.4
699,BB McCullum,Kolkata Knight Riders,Green Park,0,0,27.0,30.666666666666668,0,0,15.4
700,DR Smith,Kolkata Knight Riders,Green Park,1,0,24.75,10.666666666666666,0,0,0.1
701,G Gambhir,Gujarat Lions,Green Park,0,0,8.0,30.5,1,0,14.4
702,JO Holder,Gujarat Lions,Green Park,0,0,13.0,13.0,0,0,21.34444444444444
703,KD Karthik,Kolkata Knight Riders,Green Park,0,0,13.75,22.571428571428573,1,0,21.3
704,M Morkel,Gujarat Lions,Green Park,0,0,1.0,1.0,0,0,10.5
705,MK Pandey,Gujarat Lions,Green Park,0,0,1.0,8.333333333333334,0,0,4.033333333333333
706,PP Chawla,Gujarat Lions,Green Park,0,0,11.0,11.0,0,0,13.275
707,RA Jadeja,Kolkata Knight Riders,Green Park,0,0,16.25,18.23076923076923,0,0,16.8
708,RV Uthappa,Gujarat Lions,Green Park,0,0,25.0,37.0,1,0,24.963636363636365
709,SA Yadav,Gujarat Lions,Green Park,0,0,17.0,7.333333333333333,0,0,21.142857142857142
710,SK Raina,Kolkata Knight Riders,Green Park,2,0,29.75,38.55555555555556,4,0,41.58974358974359
711,SP Narine,Gujarat Lions,Green Park,0,0,2.0,22.0,0,0,4.357142857142858
712,Shakib Al Hasan,Gujarat Lions,Green Park,0,0,3.0,23.333333333333332,1,0,5.75
713,YK Pathan,Gujarat Lions,Green Park,0,0,36.0,36.666666666666664,1,0,29.229729729729733
714,B Kumar,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,13.0,7.0,0,0,25.17142857142857
715,CR Brathwaite,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,0,0,5.5,10.0,0,0,17.9
716,DA Warner,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,1,0,73.0,38.25,1,0,51.535714285714285
717,DJ Hooda,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,1.0,6.666666666666667,0,0,10.5
718,EJG Morgan,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,14.0,18.0,0,0,21.2
719,JP Duminy,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,0,0,17.0,17.0,0,0,20.233333333333334
720,KK Nair,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,1,0,47.0,36.5,1,0,57.30655737704918
721,MC Henriques,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,18.0,13.75,0,0,22.35714285714286
722,NV Ojha,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,16.0,11.5,0,0,19.92857142857143
723,Q de Kock,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,1,0,31.0,32.888888888888886,2,0,3.8181818181818183
724,RR Pant,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,0,0,16.5,31.0625,1,1,28.55185185185185
725,S Dhawan,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,10.0,44.5,2,0,17.9
726,SV Samson,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,0,0,10.0,47.333333333333336,5,1,9.2
727,Yuvraj Singh,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,10.0,19.5,1,0,14.590909090909092
728,AM Rahane,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,20.333333333333332,18.5,0,0,22.96666666666667
729,AR Patel,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,1.3333333333333333,1.0,0,0,4.033333333333333
730,DA Miller,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,7.0,7.0,0,0,17.6
731,F Behardien,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,5.0,5.0,0,0,12.8
732,GJ Bailey,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,17.0,9.0,0,0,13.481818181818184
733,Gurkeerat Singh,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,0,28.5,51.0,1,0,43.2
734,HM Amla,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,15.0,30.0,0,0,26.8
735,IK Pathan,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,2.0,2.0,0,0,7.766666666666666
736,KJ Abbott,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,1.0,1.0,0,0,10.5
737,M Vijay,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,0,56.5,56.0,2,0,45.09024390243903
738,MS Dhoni,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,0,34.333333333333336,30.285714285714285,2,0,51.27777777777778
739,NLTC Perera,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,20.0,15.5,0,0,28.228571428571428
740,R Ashwin,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,15.0,2.0,0,0,10.5
741,R Dhawan,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,11.0,11.0,0,0,33.0
742,SS Tiwary,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,13.0,17.0,0,0,20.025
743,UT Khawaja,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,20.0,30.0,0,0,25.777419354838713
744,WP Saha,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,0,22.333333333333332,3.5,0,0,9.1
745,AJ Finch,Mumbai Indians,Green Park,1,0,24.25,27.666666666666668,2,0,0.2
746,BB McCullum,Mumbai Indians,Green Park,0,0,27.0,27.0,1,0,41.65172413793104
747,DR Smith,Mumbai Indians,Green Park,1,0,24.75,18.5,0,0,35.38695652173914
748,HH Pandya,Gujarat Lions,Green Park,0,0,7.0,4.75,0,0,12.65
749,Harbhajan Singh,Gujarat Lions,Green Park,0,0,3.0,3.6666666666666665,0,0,6.8
750,JC Buttler,Gujarat Lions,Green Park,0,0,33.0,17.0,0,0,28.0125
751,KA Pollard,Gujarat Lions,Green Park,0,0,9.0,14.8,0,0,13.381818181818183
752,KD Karthik,Mumbai Indians,Green Park,0,0,13.75,14.285714285714286,0,0,9.1
753,KH Pandya,Gujarat Lions,Green Park,0,0,4.0,17.666666666666668,0,0,15.533333333333331
754,MJ Guptill,Gujarat Lions,Green Park,0,0,7.0,4.5,0,0,11.777777777777779
755,N Rana,Gujarat Lions,Green Park,1,0,70.0,47.333333333333336,2,0,54.521052631578954
756,R Vinay Kumar,Gujarat Lions,Green Park,0,0,1.0,1.0,0,0,10.5
757,RA Jadeja,Mumbai Indians,Green Park,0,0,16.25,13.5,0,0,23.75294117647059
758,RG Sharma,Gujarat Lions,Green Park,0,0,30.0,20.5,0,0,33.54705882352941
759,SK Raina,Mumbai Indians,Green Park,2,0,29.75,19.166666666666668,2,0,46.41111111111111
760,B Kumar,Kolkata Knight Riders,Eden Gardens,0,0,5.0,3.625,0,0,21.35
761,BB Sran,Kolkata Knight Riders,Eden Gardens,0,0,2.5,2.0,0,0,11.3
762,C Munro,Sunrisers Hyderabad,Eden Gardens,0,0,7.0,20.0,0,0,17.9
763,DA Warner,Kolkata Knight Riders,Eden Gardens,1,0,43.0,43.06666666666667,5,1,34.69721407624633
764,DJ Hooda,Kolkata Knight Riders,Eden Gardens,0,0,9.75,12.333333333333334,0,0,16.206746031746032
765,G Gambhir,Sunrisers Hyderabad,Eden Gardens,5,0,32.4,32.0,1,0,17.85
766,JO Holder,Sunrisers Hyderabad,Eden Gardens,0,0,3.0,5.666666666666667,0,0,11.6
767,KS Williamson,Kolkata Knight Riders,Eden Gardens,1,0,20.0,22.636363636363637,1,0,20.34713804713805
768,KV Sharma,Kolkata Knight Riders,Eden Gardens,0,0,8.0,3.6666666666666665,0,0,10.414285714285715
769,MC Henriques,Kolkata Knight Riders,Eden Gardens,0,0,12.0,12.6,0,0,18.35
770,MK Pandey,Sunrisers Hyderabad,Eden Gardens,2,0,25.133333333333333,28.25,0,0,38.28888888888889
771,NV Ojha,Kolkata Knight Riders,Eden Gardens,0,0,13.0,17.2,0,0,14.983333333333333
772,RV Uthappa,Sunrisers Hyderabad,Eden Gardens,5,0,24.037037037037038,25.615384615384617,2,0,24.22376906318083
773,S Dhawan,Kolkata Knight Riders,Eden Gardens,2,0,42.4,30.789473684210527,4,0,35.192159090909094
774,SA Yadav,Sunrisers Hyderabad,Eden Gardens,0,0,13.1,24.0,1,0,19.316666666666666
775,Shakib Al Hasan,Sunrisers Hyderabad,Eden Gardens,1,0,24.5,5.0,0,0,10.9
776,YK Pathan,Sunrisers Hyderabad,Eden Gardens,2,0,19.357142857142858,17.4,1,0,32.505042016806726
777,Yuvraj Singh,Kolkata Knight Riders,Eden Gardens,0,0,22.5,20.8,0,0,27.138888888888886
778,AB de Villiers,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,6.0,55.75,3,0,10.366666666666667
779,CH Gayle,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,1.0,13.75,0,0,3.3
780,CH Morris,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,0,0,27.0,11.0,0,0,28.210526315789473
781,CR Brathwaite,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,0,0,5.5,1.0,0,0,5.6
782,J Yadav,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,0,0,5.0,5.0,0,0,9.842857142857143
783,KK Nair,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,1,0,47.0,20.0,1,0,17.0
784,KL Rahul,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,38.0,37.333333333333336,1,0,36.12173913043478
785,P Negi,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,0,0,6.0,6.0,0,0,8.315384615384616
786,Q de Kock,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,1,0,31.0,32.888888888888886,2,1,42.91111111111111
787,RR Pant,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,0,0,16.5,35.083333333333336,4,0,5.6
788,SR Watson,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,14.0,27.833333333333332,1,0,15.777777777777779
789,STR Binny,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0,0,16.0,16.0,0,0,21.833333333333332
790,SV Samson,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,0,0,10.0,18.5,1,0,22.96666666666667
791,SW Billings,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,0,0,4.0,13.0,0,0,8.966666666666665
792,V Kohli,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,1,0,54.0,58.2,4,0,40.3
793,ER Dwivedi,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,19.0,19.0,0,0,30.911111111111115
794,Iqbal Abdulla,Gujarat Lions,M Chinnaswamy Stadium,0,0,18.5,33.0,0,0,30.5
795,KL Rahul,Gujarat Lions,M Chinnaswamy Stadium,2,0,30.833333333333332,25.5,1,0,0.1
796,SB Jakati,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,1.0,1.0,0,0,5.6
797,SK Raina,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,17.5,18.2,0,0,15.889426523297491
798,STR Binny,Gujarat Lions,M Chinnaswamy Stadium,0,0,14.0,21.0,0,0,24.325
799,Sachin Baby,Gujarat Lions,M Chinnaswamy Stadium,0,0,14.75,0.0,0,0,0.30000000000000004
800,B Kumar,Kolkata Knight Riders,Feroz Shah Kotla,0,0,1.0,3.625,0,0,5.6
801,BCJ Cutting,Kolkata Knight Riders,Feroz Shah Kotla,0,0,4.0,13.0,0,0,0.1
802,Bipul Sharma,Kolkata Knight Riders,Feroz Shah Kotla,0,0,20.5,12.333333333333334,0,0,30.533333333333335
803,C Munro,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,16.0,20.0,0,0,18.011764705882353
804,DA Warner,Kolkata Knight Riders,Feroz Shah Kotla,1,0,50.333333333333336,43.06666666666667,5,1,24.655172413793103
805,DJ Hooda,Kolkata Knight Riders,Feroz Shah Kotla,0,0,12.5,12.333333333333334,0,0,26.953846153846158
806,G Gambhir,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,16.0,32.0,1,0,25.3
807,JO Holder,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,3.0,5.666666666666667,0,0,12.071428571428571
808,MC Henriques,Kolkata Knight Riders,Feroz Shah Kotla,0,0,22.333333333333332,12.6,0,0,30.761904761904763
809,MK Pandey,Sunrisers Hyderabad,Feroz Shah Kotla,1,0,52.5,28.25,0,0,31.25714285714286
810,NV Ojha,Kolkata Knight Riders,Feroz Shah Kotla,0,0,8.5,17.2,0,0,10.463636363636363
811,R Sathish,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,7.0,8.0,0,0,13.18888888888889
812,RV Uthappa,Sunrisers Hyderabad,Feroz Shah Kotla,1,0,29.0,25.615384615384617,2,0,21.514285714285716
813,S Dhawan,Kolkata Knight Riders,Feroz Shah Kotla,0,0,12.666666666666666,30.789473684210527,4,0,15.6
814,SA Yadav,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,17.0,24.0,1,0,27.133333333333336
815,SP Narine,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,2.0,8.75,0,0,4.033333333333333
816,YK Pathan,Sunrisers Hyderabad,Feroz Shah Kotla,1,0,23.666666666666668,17.4,1,0,4.7333333333333325
817,Yuvraj Singh,Kolkata Knight Riders,Feroz Shah Kotla,1,0,40.666666666666664,20.8,0,0,37.89354838709677
818,AJ Finch,Sunrisers Hyderabad,Feroz Shah Kotla,1,0,38.5,19.6,2,0,42.025000000000006
819,BB McCullum,Sunrisers Hyderabad,Feroz Shah Kotla,1,0,31.0,15.5,0,0,27.82258064516129
820,BCJ Cutting,Gujarat Lions,Feroz Shah Kotla,0,0,4.0,8.0,0,0,15.728571428571428
821,Bipul Sharma,Gujarat Lions,Feroz Shah Kotla,0,0,20.5,27.0,0,0,38.24545454545455
822,DA Warner,Gujarat Lions,Feroz Shah Kotla,1,0,50.333333333333336,67.2,4,0,64.16271186440677
823,DJ Bravo,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,13.5,10.166666666666666,0,0,28.581818181818186
824,DJ Hooda,Gujarat Lions,Feroz Shah Kotla,0,0,12.5,11.0,0,0,6.944444444444445
825,DR Smith,Sunrisers Hyderabad,Feroz Shah Kotla,1,0,21.0,23.25,1,0,4.033333333333333
826,DS Kulkarni,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,3.0,2.5,0,0,16.6
827,ER Dwivedi,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,5.0,5.0,0,0,11.233333333333334
828,KD Karthik,Sunrisers Hyderabad,Feroz Shah Kotla,1,0,36.666666666666664,13.764705882352942,0,0,27.684210526315788
829,MC Henriques,Gujarat Lions,Feroz Shah Kotla,0,0,22.333333333333332,20.25,1,0,23.93333333333333
830,NV Ojha,Gujarat Lions,Feroz Shah Kotla,0,0,8.5,9.5,0,0,17.8
831,RA Jadeja,Sunrisers Hyderabad,Feroz Shah Kotla,0,0,13.666666666666666,17.272727272727273,1,0,21.475
832,S Dhawan,Gujarat Lions,Feroz Shah Kotla,0,0,12.666666666666666,25.4,1,0,0.4
833,SK Raina,Sunrisers Hyderabad,Feroz Shah Kotla,1,0,26.666666666666668,21.76923076923077,2,0,2.9
834,Yuvraj Singh,Gujarat Lions,Feroz Shah Kotla,1,0,40.666666666666664,6.5,0,0,10.953846153846154
835,B Kumar,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,1.0,3.1666666666666665,0,0,10.5
836,BCJ Cutting,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,39.0,22.333333333333332,0,0,41.96666666666667
837,Bipul Sharma,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,3.5,5.0,0,0,19.26666666666667
838,CJ Jordan,Sunrisers Hyderabad,M Chinnaswamy Stadium,0,0,1.5,5.333333333333333,0,0,9.2
839,Iqbal Abdulla,Sunrisers Hyderabad,M Chinnaswamy Stadium,0,0,18.5,4.0,0,0,22.1
840,KL Rahul,Sunrisers Hyderabad,M Chinnaswamy Stadium,2,0,30.833333333333332,35.666666666666664,4,0,17.822222222222223
841,STR Binny,Sunrisers Hyderabad,M Chinnaswamy Stadium,0,0,14.0,10.0,0,0,17.65714285714286
842,Sachin Baby,Sunrisers Hyderabad,M Chinnaswamy Stadium,0,0,14.75,15.333333333333334,0,0,27.2
843,Yuvraj Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,23.5,31.75,1,0,35.63333333333333
844,A Choudhary,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,6.0,6.0,0,0,33.1
845,BCJ Cutting,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,0,16.0,22.333333333333332,0,0,34.766666666666666
846,CH Gayle,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,32.0,30.5,2,1,31.21304347826087
847,Mandeep Singh,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,24.0,10.571428571428571,0,0,27.8
848,S Aravind,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,0.0,0.0,0,0,0.2
849,STR Binny,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,11.0,10.0,0,0,16.900000000000002
850,TM Head,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,30.0,30.0,0,0,29.036363636363635
851,TS Mills,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,6.0,6.0,0,0,23.2
852,YS Chahal,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,3.0,2.0,0,0,6.185714285714285
853,Yuvraj Singh,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",1,0,17.5,31.75,1,0,52.46666666666667
854,AT Rayudu,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,1,1,33.0,7.333333333333333,0,0,13.633333333333333
855,BA Stokes,Mumbai Indians,Maharashtra Cricket Association Stadium,1,1,36.2,37.0,1,1,24.9
856,HH Pandya,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,0,0,24.0,18.0,0,0,38.58823529411765
857,JC Buttler,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,0,0,29.0,27.5,0,0,40.0
858,KA Pollard,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,0,0,27.0,12.5,0,0,29.78235294117647
859,KH Pandya,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,0,0,3.0,21.666666666666668,0,0,6.8
860,MA Agarwal,Mumbai Indians,Maharashtra Cricket Association Stadium,0,0,13.0,29.09090909090909,2,0,13.3
861,N Rana,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,0,0,34.0,18.5,0,0,29.724137931034484
862,PA Patel,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,1,0,31.0,27.0,1,0,22.96666666666667
863,RG Sharma,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2,0,48.0,21.5,1,0,6.185714285714285
864,TG Southee,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,0,0,21.5,7.0,0,0,26.933333333333337
865,AJ Finch,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,1,0,15.11111111111111,28.285714285714285,0,0,26.55
866,BB McCullum,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,1,0,25.454545454545453,30.666666666666668,0,0,33.28333333333333
867,CA Lynn,Gujarat Lions,Saurashtra Cricket Association Stadium,1,0,93.0,93.0,1,0,68.21739130434783
868,G Gambhir,Gujarat Lions,Saurashtra Cricket Association Stadium,1,0,76.0,30.5,1,0,54.800000000000004
869,JJ Roy,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,0,0,14.0,8.333333333333334,0,0,18.56923076923077
870,KD Karthik,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,3,0,24.88888888888889,22.571428571428573,1,0,42.900000000000006
871,SK Raina,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2,0,32.8,38.55555555555556,4,0,48.17692307692308
872,AM Rahane,Kings XI Punjab,Holkar Cricket Stadium,0,0,12.0,18.5,0,0,16.204761904761906
873,AR Patel,Rising Pune Supergiant,Holkar Cricket Stadium,0,0,11.714285714285714,23.0,0,0,22.6
874,BA Stokes,Kings XI Punjab,Holkar Cricket Stadium,1,0,31.0,26.4,2,0,30.019607843137255
875,DA Miller,Rising Pune Supergiant,Holkar Cricket Stadium,0,0,30.0,30.0,0,0,27.31111111111111
876,DT Christian,Kings XI Punjab,Holkar Cricket Stadium,0,0,17.0,12.0,0,0,29.95
877,GJ Maxwell,Rising Pune Supergiant,Holkar Cricket Stadium,0,0,42.333333333333336,22.0,0,0,41.9304347826087
878,HM Amla,Rising Pune Supergiant,Holkar Cricket Stadium,2,1,63.333333333333336,28.0,0,0,25.37037037037037
879,M Vohra,Rising Pune Supergiant,Holkar Cricket Stadium,0,0,24.0,14.0,0,0,20.227272727272727
880,MA Agarwal,Kings XI Punjab,Holkar Cricket Stadium,0,0,3.0,0.0,0,0,0.4
881,MK Tiwary,Kings XI Punjab,Holkar Cricket Stadium,0,0,40.0,40.0,0,0,37.59130434782609
882,MS Dhoni,Kings XI Punjab,Holkar Cricket Stadium,0,0,5.0,30.285714285714285,2,0,7.1461538461538465
883,SPD Smith,Kings XI Punjab,Holkar Cricket Stadium,0,0,26.0,30.0,1,0,23.485714285714288
884,WP Saha,Rising Pune Supergiant,Holkar Cricket Stadium,0,0,12.5,13.5,0,0,22.955555555555556
885,A Mishra,Royal Challengers Bangalore,M.Chinnaswamy Stadium,0,0,8.0,11.333333333333334,0,0,10.414285714285715
886,AP Tare,Royal Challengers Bangalore,M.Chinnaswamy Stadium,0,0,18.0,18.0,0,0,20.0
887,CH Gayle,Delhi Daredevils,M.Chinnaswamy Stadium,0,0,14.5,13.75,0,0,10.266666666666666
888,CH Morris,Royal Challengers Bangalore,M.Chinnaswamy Stadium,0,0,2.0,11.0,0,0,5.2
889,CR Brathwaite,Royal Challengers Bangalore,M.Chinnaswamy Stadium,0,0,1.0,1.0,0,0,2.9
890,Iqbal Abdulla,Delhi Daredevils,M.Chinnaswamy Stadium,0,0,5.0,5.0,0,0,9.942857142857143
891,KK Nair,Royal Challengers Bangalore,M.Chinnaswamy Stadium,0,0,16.5,20.0,1,0,20.837037037037035
892,KM Jadhav,Delhi Daredevils,M.Chinnaswamy Stadium,1,0,39.0,30.0,1,0,53.95789473684211
893,Mandeep Singh,Delhi Daredevils,M.Chinnaswamy Stadium,0,0,19.0,14.0,0,0,22.2
